order_id,customer_id,order_date,total_amount,discount_amount,tax_amount,final_amount,payment_method,payment_status,order_status,delivery_address,delivery_city,delivery_zip,special_instructions
3541,334,2026-02-25 12:31:44,5335.53,321.02,250.73,5265.24,UPI,failed,out_for_delivery,526 Main Street,Ahmedabad,535604,Leave at door
3542,419,2026-03-05 12:31:44,5318.04,672.72,232.27,4877.59,Net Banking,failed,cancelled,512 Main Street,Pune,245939,
3543,522,2026-02-04 12:31:44,2851.01,95.68,137.77,2893.1,Cash on Delivery,pending,processing,779 Main Street,Hyderabad,934638,
3544,628,2026-04-14 12:31:44,6120.01,183.06,296.85,6233.8,Credit Card,completed,pending,407 Main Street,Jaipur,712879,Call on arrival
3545,89,2026-04-08 12:31:44,4890.46,503.61,219.34,4606.19,Credit Card,completed,confirmed,515 Main Street,Mumbai,718849,Call on arrival
3546,570,2026-01-24 12:31:44,9368.92,922.79,422.31,8868.44,Credit Card,pending,out_for_delivery,187 Main Street,Lucknow,731650,
3547,173,2026-03-02 12:31:44,571.86,26.62,27.26,572.5,UPI,completed,pending,447 Main Street,Delhi,717476,
3548,855,2026-03-30 12:31:44,4940.67,165.84,238.74,5013.57,Credit Card,failed,delivered,287 Main Street,Kolkata,572623,
3549,38,2026-04-17 12:31:44,4995.0,469.55,226.27,4751.72,UPI,failed,cancelled,812 Main Street,Ahmedabad,118080,Call on arrival
3550,589,2026-01-29 12:31:44,7617.51,1060.84,327.83,6884.5,Debit Card,failed,delivered,485 Main Street,Chennai,984756,
3551,846,2026-01-23 12:31:44,4404.82,534.09,193.54,4064.27,Net Banking,completed,out_for_delivery,636 Main Street,Ahmedabad,430738,Call on arrival
3552,679,2026-04-10 12:31:44,7871.79,894.08,348.89,7326.6,Credit Card,failed,out_for_delivery,872 Main Street,Pune,601476,
3553,475,2026-04-02 12:31:44,961.38,15.99,47.27,992.66,Net Banking,failed,out_for_delivery,102 Main Street,Mumbai,756596,
3554,725,2026-03-10 12:31:44,4260.22,162.94,204.86,4302.14,Credit Card,completed,out_for_delivery,762 Main Street,Mumbai,363550,Call on arrival
3555,625,2026-03-16 12:31:44,11805.16,589.56,560.78,11776.38,Debit Card,completed,delivered,178 Main Street,Bangalore,730343,Leave at door
3556,785,2026-03-08 12:31:44,2653.75,227.16,121.33,2547.92,Debit Card,pending,out_for_delivery,602 Main Street,Pune,785073,
3557,254,2026-02-10 12:31:44,7250.56,9.3,362.06,7603.32,Debit Card,completed,pending,317 Main Street,Delhi,517500,Leave at door
3558,75,2026-02-09 12:31:44,5747.48,260.77,274.34,5761.05,Cash on Delivery,completed,out_for_delivery,274 Main Street,Mumbai,675898,Leave at door
3559,227,2026-01-22 12:31:44,4609.73,595.37,200.72,4215.08,UPI,pending,pending,491 Main Street,Ahmedabad,762423,
3560,237,2026-02-17 12:31:44,6760.78,782.98,298.89,6276.69,Net Banking,failed,confirmed,707 Main Street,Pune,565471,Leave at door
3561,645,2026-02-19 12:31:44,5521.01,56.25,273.24,5738.0,Debit Card,completed,pending,206 Main Street,Bangalore,459315,
3562,329,2026-02-19 12:31:44,1995.81,180.2,90.78,1906.39,Credit Card,pending,confirmed,539 Main Street,Lucknow,568449,Call on arrival
3563,160,2026-02-11 12:31:44,3290.26,307.58,149.13,3131.81,Net Banking,pending,out_for_delivery,162 Main Street,Mumbai,891083,Call on arrival
3564,230,2026-04-09 12:31:44,2597.17,77.02,126.01,2646.16,Debit Card,completed,cancelled,260 Main Street,Jaipur,138399,Leave at door
3565,766,2026-03-26 12:31:44,6685.29,908.74,288.83,6065.38,UPI,failed,pending,374 Main Street,Lucknow,946934,Call on arrival
3566,114,2026-01-28 12:31:44,1113.01,100.57,50.62,1063.06,Debit Card,failed,confirmed,765 Main Street,Ahmedabad,455168,
3567,954,2026-03-21 12:31:44,1425.5,123.89,65.08,1366.69,UPI,failed,cancelled,750 Main Street,Mumbai,511967,Call on arrival
3568,595,2026-03-25 12:31:44,4077.77,421.09,182.83,3839.51,Credit Card,completed,confirmed,567 Main Street,Lucknow,163946,
3569,152,2026-04-02 12:31:44,5292.57,198.77,254.69,5348.49,UPI,pending,out_for_delivery,359 Main Street,Hyderabad,986438,
3570,142,2026-03-17 12:31:44,9664.62,874.15,439.52,9229.99,UPI,completed,pending,544 Main Street,Pune,409222,Call on arrival
3571,887,2026-04-09 12:31:44,509.06,56.43,22.63,475.26,Cash on Delivery,failed,cancelled,816 Main Street,Lucknow,107568,
3572,951,2026-03-21 12:31:44,3221.09,331.87,144.46,3033.68,Debit Card,pending,pending,766 Main Street,Delhi,784488,Leave at door
3573,781,2026-03-31 12:31:44,4451.19,618.45,191.64,4024.38,Net Banking,completed,cancelled,240 Main Street,Chennai,144887,
3574,577,2026-02-26 12:31:44,2489.0,183.84,115.26,2420.42,Net Banking,failed,pending,360 Main Street,Ahmedabad,672547,
3575,972,2026-04-09 12:31:44,2324.05,73.77,112.51,2362.79,Cash on Delivery,completed,pending,55 Main Street,Lucknow,587546,
3576,491,2026-02-27 12:31:44,5969.79,334.36,281.77,5917.2,Credit Card,failed,processing,661 Main Street,Hyderabad,188341,Call on arrival
3577,759,2026-03-09 12:31:44,748.69,90.66,32.9,690.93,UPI,completed,confirmed,165 Main Street,Jaipur,292930,
3578,912,2026-02-12 12:31:44,6713.81,323.87,319.5,6709.44,Credit Card,pending,cancelled,500 Main Street,Delhi,343977,
3579,62,2026-03-24 12:31:44,5444.23,253.33,259.55,5450.45,Credit Card,failed,processing,610 Main Street,Bangalore,885339,Leave at door
3580,919,2026-04-14 12:31:44,3658.36,392.46,163.3,3429.2,Net Banking,failed,confirmed,752 Main Street,Jaipur,294546,
3581,845,2026-03-07 12:31:44,3870.19,474.09,169.81,3565.91,Debit Card,pending,cancelled,7 Main Street,Ahmedabad,901368,
3582,561,2026-04-10 12:31:44,2523.08,304.21,110.94,2329.81,UPI,failed,pending,540 Main Street,Hyderabad,601207,Call on arrival
3583,671,2026-03-19 12:31:44,1777.1,185.84,79.56,1670.82,Cash on Delivery,failed,processing,506 Main Street,Lucknow,256389,
3584,413,2026-02-09 12:31:44,5023.97,569.31,222.73,4677.39,Net Banking,failed,confirmed,308 Main Street,Lucknow,436241,Leave at door
3585,609,2026-03-04 12:31:44,1957.2,116.32,92.04,1932.92,Credit Card,failed,confirmed,244 Main Street,Kolkata,151685,
3586,900,2026-02-03 12:31:44,1604.94,10.73,79.71,1673.92,UPI,pending,cancelled,849 Main Street,Chennai,113228,Leave at door
3587,604,2026-02-15 12:31:44,2645.04,250.45,119.73,2514.32,Credit Card,failed,pending,581 Main Street,Bangalore,716493,Call on arrival
3588,743,2026-03-23 12:31:44,1004.17,109.39,44.74,939.52,Cash on Delivery,pending,confirmed,527 Main Street,Hyderabad,186345,
3589,377,2026-03-05 12:31:44,2266.54,333.88,96.63,2029.29,Debit Card,failed,out_for_delivery,224 Main Street,Bangalore,630299,
3590,815,2026-03-28 12:31:44,320.79,15.05,15.29,321.03,Debit Card,completed,cancelled,569 Main Street,Kolkata,607259,
3591,878,2026-02-10 12:31:44,372.66,35.72,16.85,353.79,Debit Card,pending,delivered,540 Main Street,Bangalore,979249,Leave at door
3592,977,2026-03-17 12:31:44,1595.55,141.52,72.7,1526.73,UPI,failed,out_for_delivery,254 Main Street,Mumbai,655132,Call on arrival
3593,740,2026-03-18 12:31:44,3135.67,332.81,140.14,2943.0,Debit Card,completed,processing,938 Main Street,Kolkata,934883,
3594,114,2026-01-29 12:31:44,2462.7,323.35,106.97,2246.32,Cash on Delivery,completed,cancelled,765 Main Street,Ahmedabad,455168,Call on arrival
3595,953,2026-03-28 12:31:44,6179.24,753.47,271.29,5697.06,Debit Card,failed,cancelled,335 Main Street,Lucknow,626806,
3596,12,2026-03-14 12:31:44,6735.58,927.28,290.42,6098.72,Debit Card,failed,out_for_delivery,685 Main Street,Pune,812131,Call on arrival
3597,482,2026-03-14 12:31:44,2631.9,8.33,131.18,2754.75,Credit Card,pending,delivered,9 Main Street,Ahmedabad,829386,
3598,810,2026-01-23 12:31:44,466.8,6.36,23.02,483.46,Credit Card,failed,processing,592 Main Street,Mumbai,647923,
3599,504,2026-03-07 12:31:44,5949.29,209.07,287.01,6027.23,Credit Card,completed,confirmed,716 Main Street,Delhi,558737,
3600,949,2026-03-18 12:31:44,4265.96,417.81,192.41,4040.56,Net Banking,completed,cancelled,81 Main Street,Lucknow,918017,Call on arrival
3601,549,2026-04-17 12:31:44,9029.94,290.82,436.96,9176.08,Net Banking,completed,confirmed,141 Main Street,Chennai,539599,
3602,215,2026-03-30 12:31:44,1584.23,74.19,75.5,1585.54,UPI,pending,confirmed,221 Main Street,Mumbai,975522,Leave at door
3603,991,2026-01-22 12:31:44,3341.76,183.82,157.9,3315.84,Credit Card,pending,confirmed,135 Main Street,Hyderabad,293720,
3604,124,2026-04-17 12:31:44,6820.27,499.32,316.05,6637.0,UPI,failed,pending,602 Main Street,Jaipur,878325,Call on arrival
3605,587,2026-03-18 12:31:44,1565.99,95.47,73.53,1544.05,Credit Card,failed,processing,438 Main Street,Kolkata,191884,Leave at door
3606,98,2026-03-22 12:31:44,1174.7,29.74,57.25,1202.21,UPI,completed,processing,251 Main Street,Pune,656968,Leave at door
3607,196,2026-03-14 12:31:44,7172.07,665.96,325.31,6831.42,Cash on Delivery,completed,processing,662 Main Street,Jaipur,803024,
3608,546,2026-01-29 12:31:44,5348.41,223.11,256.27,5381.57,Cash on Delivery,completed,processing,220 Main Street,Bangalore,296242,Leave at door
3609,358,2026-02-05 12:31:44,7796.47,341.5,372.75,7827.72,Debit Card,pending,out_for_delivery,138 Main Street,Jaipur,507286,
3610,665,2026-04-13 12:31:44,6398.76,457.89,297.04,6237.91,UPI,failed,confirmed,621 Main Street,Chennai,834764,Leave at door
3611,403,2026-02-17 12:31:44,5195.87,35.99,257.99,5417.87,Net Banking,failed,out_for_delivery,460 Main Street,Bangalore,684041,
3612,800,2026-04-20 12:31:44,6704.11,708.92,299.76,6294.95,Cash on Delivery,pending,out_for_delivery,112 Main Street,Pune,117367,Leave at door
3613,866,2026-04-10 12:31:44,9467.26,1124.71,417.13,8759.68,Credit Card,failed,cancelled,690 Main Street,Kolkata,635239,Leave at door
3614,665,2026-02-22 12:31:44,2032.57,271.91,88.03,1848.69,Cash on Delivery,failed,out_for_delivery,621 Main Street,Chennai,834764,Call on arrival
3615,804,2026-02-21 12:31:44,9727.48,1383.27,417.21,8761.42,Debit Card,pending,cancelled,553 Main Street,Bangalore,967719,
3616,655,2026-02-08 12:31:44,5831.36,124.18,285.36,5992.54,Net Banking,failed,out_for_delivery,972 Main Street,Mumbai,404955,Leave at door
3617,226,2026-03-09 12:31:44,1631.09,113.1,75.9,1593.89,UPI,completed,out_for_delivery,347 Main Street,Kolkata,953025,Call on arrival
3618,352,2026-04-20 12:31:44,94.08,6.33,4.39,92.14,UPI,completed,cancelled,282 Main Street,Pune,163918,Call on arrival
3619,168,2026-02-05 12:31:44,4172.43,591.49,179.05,3759.99,Net Banking,completed,delivered,854 Main Street,Jaipur,800499,
3620,584,2026-03-01 12:31:44,8993.26,15.47,448.89,9426.68,Cash on Delivery,completed,processing,998 Main Street,Kolkata,299212,
3621,263,2026-04-19 12:31:44,5719.04,3.84,285.76,6000.96,Cash on Delivery,failed,pending,863 Main Street,Lucknow,690996,Leave at door
3622,495,2026-01-28 12:31:44,8583.35,168.8,420.73,8835.28,Net Banking,pending,confirmed,512 Main Street,Delhi,769077,
3623,928,2026-03-29 12:31:44,5021.77,422.98,229.94,4828.73,Cash on Delivery,completed,confirmed,480 Main Street,Ahmedabad,939930,Leave at door
3624,364,2026-02-16 12:31:44,95.6,7.81,4.39,92.18,Net Banking,pending,confirmed,713 Main Street,Ahmedabad,733760,Call on arrival
3625,180,2026-03-26 12:31:44,8732.34,582.1,407.51,8557.75,UPI,pending,out_for_delivery,885 Main Street,Lucknow,757685,
3626,859,2026-03-11 12:31:44,9218.17,1314.22,395.2,8299.15,Cash on Delivery,failed,delivered,530 Main Street,Bangalore,659921,
3627,924,2026-02-19 12:31:44,1975.66,121.44,92.71,1946.93,Credit Card,completed,confirmed,895 Main Street,Bangalore,132792,
3628,744,2026-04-15 12:31:44,1481.08,126.43,67.73,1422.38,Cash on Delivery,completed,out_for_delivery,8 Main Street,Jaipur,757386,
3629,54,2026-03-29 12:31:44,2189.04,101.12,104.4,2192.32,Debit Card,pending,delivered,440 Main Street,Chennai,420214,
3630,140,2026-03-20 12:31:44,3092.47,86.25,150.31,3156.53,Credit Card,pending,cancelled,330 Main Street,Delhi,737846,
3631,174,2026-03-05 12:31:44,3187.62,124.79,153.14,3215.97,Debit Card,completed,cancelled,764 Main Street,Pune,456005,
3632,100,2026-02-23 12:31:44,4352.31,266.11,204.31,4290.51,Net Banking,failed,out_for_delivery,247 Main Street,Lucknow,621841,
3633,693,2026-02-17 12:31:44,1475.65,189.29,64.32,1350.68,Cash on Delivery,pending,processing,91 Main Street,Lucknow,998198,
3634,832,2026-03-29 12:31:44,9531.19,809.41,436.09,9157.87,Debit Card,completed,pending,519 Main Street,Bangalore,211636,
3635,265,2026-03-13 12:31:44,9820.91,278.99,477.1,10019.02,Credit Card,pending,cancelled,427 Main Street,Hyderabad,748133,Leave at door
3636,816,2026-02-18 12:31:44,7333.1,252.87,354.01,7434.24,Cash on Delivery,failed,out_for_delivery,754 Main Street,Kolkata,244775,
3637,238,2026-02-14 12:31:44,395.04,53.61,17.07,358.5,UPI,failed,confirmed,446 Main Street,Kolkata,387892,
3638,669,2026-01-22 12:31:44,4419.58,648.89,188.53,3959.22,UPI,failed,out_for_delivery,509 Main Street,Mumbai,317782,
3639,714,2026-01-22 12:31:44,1975.32,88.41,94.35,1981.26,Debit Card,pending,pending,354 Main Street,Chennai,805034,
3640,449,2026-01-28 12:31:44,2154.43,35.23,105.96,2225.16,Cash on Delivery,pending,out_for_delivery,635 Main Street,Kolkata,156215,
3641,886,2026-04-09 12:31:44,1465.91,100.75,68.26,1433.42,Debit Card,completed,out_for_delivery,307 Main Street,Ahmedabad,109576,Leave at door
3642,117,2026-02-20 12:31:44,4639.85,686.0,197.69,4151.54,Credit Card,completed,confirmed,466 Main Street,Jaipur,486490,Leave at door
3643,216,2026-03-17 12:31:44,436.45,54.76,19.08,400.77,Cash on Delivery,completed,processing,434 Main Street,Lucknow,216587,
3644,233,2026-03-28 12:31:44,3011.42,266.72,137.24,2881.94,Debit Card,pending,confirmed,509 Main Street,Kolkata,825686,
3645,900,2026-02-20 12:31:44,1141.26,134.9,50.32,1056.68,Credit Card,pending,cancelled,849 Main Street,Chennai,113228,Call on arrival
3646,420,2026-04-18 12:31:44,3236.68,179.22,152.87,3210.33,Credit Card,failed,out_for_delivery,158 Main Street,Chennai,849979,
3647,550,2026-03-09 12:31:44,4604.56,293.64,215.55,4526.47,UPI,failed,out_for_delivery,646 Main Street,Jaipur,941134,Leave at door
3648,797,2026-03-05 12:31:44,7177.62,817.89,317.99,6677.72,Debit Card,pending,out_for_delivery,851 Main Street,Bangalore,530720,
3649,343,2026-03-03 12:31:44,4168.18,92.16,203.8,4279.82,Net Banking,failed,delivered,475 Main Street,Mumbai,806215,
3650,9,2026-03-17 12:31:44,2738.46,104.13,131.72,2766.05,Net Banking,completed,processing,306 Main Street,Mumbai,890075,
3651,297,2026-03-06 12:31:44,441.9,21.42,21.02,441.5,Net Banking,failed,processing,490 Main Street,Kolkata,651002,Call on arrival
3652,527,2026-01-30 12:31:44,559.8,4.22,27.78,583.36,Debit Card,failed,delivered,718 Main Street,Jaipur,490586,Leave at door
3653,528,2026-02-12 12:31:44,6552.46,585.92,298.33,6264.87,Credit Card,completed,cancelled,518 Main Street,Lucknow,239999,
3654,108,2026-02-07 12:31:44,6498.93,214.86,314.2,6598.27,Debit Card,completed,out_for_delivery,822 Main Street,Hyderabad,469435,Leave at door
3655,63,2026-03-07 12:31:44,1915.8,155.39,88.02,1848.43,Credit Card,failed,confirmed,480 Main Street,Ahmedabad,822131,Leave at door
3656,603,2026-01-30 12:31:44,1180.52,163.13,50.87,1068.26,Debit Card,failed,processing,602 Main Street,Mumbai,647945,Call on arrival
3657,776,2026-02-08 12:31:44,4693.75,218.29,223.77,4699.23,Net Banking,completed,pending,476 Main Street,Chennai,625465,
3658,694,2026-03-13 12:31:44,5187.26,658.27,226.45,4755.44,Cash on Delivery,pending,pending,764 Main Street,Delhi,785111,Call on arrival
3659,650,2026-01-30 12:31:44,5635.68,205.7,271.5,5701.48,Debit Card,failed,processing,440 Main Street,Pune,522988,
3660,291,2026-03-13 12:31:44,106.78,1.21,5.28,110.85,Net Banking,completed,out_for_delivery,234 Main Street,Lucknow,856442,
3661,922,2026-01-27 12:31:44,4044.09,9.61,201.72,4236.2,Debit Card,pending,confirmed,290 Main Street,Bangalore,438270,Call on arrival
3662,446,2026-02-11 12:31:44,6332.96,33.04,315.0,6614.92,UPI,failed,cancelled,398 Main Street,Bangalore,538555,
3663,417,2026-02-15 12:31:44,5074.63,289.56,239.25,5024.32,Net Banking,completed,pending,787 Main Street,Bangalore,676820,
3664,488,2026-01-21 12:31:44,3456.57,46.22,170.52,3580.87,Cash on Delivery,completed,confirmed,631 Main Street,Bangalore,819916,
3665,791,2026-04-17 12:31:44,6225.46,198.87,301.33,6327.92,Debit Card,pending,out_for_delivery,491 Main Street,Ahmedabad,602290,
3666,262,2026-02-04 12:31:44,1301.56,26.99,63.73,1338.3,Credit Card,completed,pending,158 Main Street,Lucknow,279516,Call on arrival
3667,413,2026-01-23 12:31:44,7971.38,99.8,393.58,8265.16,Cash on Delivery,failed,delivered,308 Main Street,Lucknow,436241,
3668,205,2026-03-16 12:31:44,2432.89,67.66,118.26,2483.49,Cash on Delivery,pending,pending,515 Main Street,Chennai,653081,Call on arrival
3669,454,2026-03-17 12:31:44,4468.94,47.15,221.09,4642.88,Cash on Delivery,pending,processing,580 Main Street,Bangalore,878586,Leave at door
3670,305,2026-03-20 12:31:44,338.65,22.28,15.82,332.19,UPI,completed,out_for_delivery,207 Main Street,Ahmedabad,968170,Leave at door
3671,996,2026-01-22 12:31:44,682.22,7.34,33.74,708.62,Debit Card,failed,cancelled,232 Main Street,Bangalore,133795,Leave at door
3672,775,2026-02-12 12:31:44,2551.06,180.77,118.51,2488.8,Cash on Delivery,pending,processing,402 Main Street,Bangalore,334153,
3673,917,2026-03-19 12:31:44,2957.78,295.98,133.09,2794.89,Cash on Delivery,pending,confirmed,165 Main Street,Lucknow,172222,Call on arrival
3674,149,2026-02-25 12:31:44,2281.48,209.62,103.59,2175.45,Net Banking,completed,out_for_delivery,126 Main Street,Kolkata,530764,Call on arrival
3675,581,2026-02-03 12:31:44,4391.42,557.86,191.68,4025.24,UPI,completed,pending,750 Main Street,Pune,178645,
3676,302,2026-04-16 12:31:44,10816.83,563.69,512.66,10765.8,Cash on Delivery,failed,confirmed,125 Main Street,Chennai,701334,Call on arrival
3677,757,2026-02-26 12:31:44,1029.22,77.37,47.59,999.44,UPI,completed,out_for_delivery,611 Main Street,Mumbai,513224,
3678,117,2026-02-26 12:31:44,6110.07,543.4,278.33,5845.0,Cash on Delivery,failed,confirmed,466 Main Street,Jaipur,486490,
3679,336,2026-03-14 12:31:44,2658.88,318.98,117.0,2456.9,Cash on Delivery,pending,cancelled,837 Main Street,Pune,103161,Call on arrival
3680,363,2026-02-02 12:31:44,2791.6,269.1,126.12,2648.62,Cash on Delivery,pending,processing,986 Main Street,Hyderabad,877493,Call on arrival
3681,526,2026-04-15 12:31:44,6433.68,103.56,316.51,6646.63,Net Banking,failed,out_for_delivery,729 Main Street,Mumbai,393418,Leave at door
3682,995,2026-01-25 12:31:44,649.7,59.38,29.52,619.84,Debit Card,failed,pending,873 Main Street,Kolkata,506281,
3683,630,2026-02-15 12:31:44,5260.49,249.29,250.56,5261.76,Net Banking,pending,confirmed,66 Main Street,Delhi,452618,Leave at door
3684,398,2026-01-29 12:31:44,4607.89,444.41,208.17,4371.65,Cash on Delivery,completed,delivered,697 Main Street,Pune,714334,
3685,832,2026-03-08 12:31:44,2194.73,121.83,103.64,2176.54,Net Banking,completed,out_for_delivery,519 Main Street,Bangalore,211636,Leave at door
3686,29,2026-04-11 12:31:44,4740.4,425.61,215.74,4530.53,Debit Card,completed,confirmed,984 Main Street,Delhi,479781,
3687,115,2026-02-04 12:31:44,9853.26,626.25,461.35,9688.36,UPI,completed,confirmed,881 Main Street,Bangalore,809176,Call on arrival
3688,24,2026-01-25 12:31:44,7006.57,665.55,317.05,6658.07,Cash on Delivery,failed,delivered,930 Main Street,Lucknow,493537,Leave at door
3689,659,2026-04-04 12:31:44,5217.89,390.84,241.35,5068.4,Net Banking,completed,out_for_delivery,517 Main Street,Mumbai,277193,Call on arrival
3690,475,2026-01-23 12:31:44,5450.58,474.97,248.78,5224.39,Credit Card,failed,delivered,102 Main Street,Mumbai,756596,Call on arrival
3691,452,2026-01-30 12:31:44,5262.49,93.07,258.47,5427.89,Net Banking,pending,out_for_delivery,172 Main Street,Ahmedabad,186686,
3692,444,2026-02-01 12:31:44,4648.44,139.07,225.47,4734.84,Net Banking,completed,delivered,605 Main Street,Chennai,188868,
3693,312,2026-03-27 12:31:44,7673.25,138.8,376.72,7911.17,UPI,completed,delivered,428 Main Street,Mumbai,978292,
3694,654,2026-03-13 12:31:44,5705.57,330.89,268.73,5643.41,Cash on Delivery,failed,pending,603 Main Street,Pune,420984,
3695,44,2026-04-20 12:31:44,2456.3,325.73,106.53,2237.1,Net Banking,completed,delivered,779 Main Street,Chennai,650121,
3696,154,2026-04-01 12:31:44,2282.33,308.92,98.67,2072.08,Cash on Delivery,completed,cancelled,692 Main Street,Lucknow,773918,
3697,305,2026-03-17 12:31:44,647.58,20.48,31.36,658.46,UPI,pending,pending,207 Main Street,Ahmedabad,968170,Leave at door
3698,752,2026-02-09 12:31:44,5222.07,110.96,255.56,5366.67,Credit Card,completed,out_for_delivery,951 Main Street,Delhi,627262,
3699,151,2026-03-21 12:31:44,86.24,9.01,3.86,81.09,Net Banking,pending,out_for_delivery,520 Main Street,Delhi,323072,
3700,619,2026-02-02 12:31:44,9691.02,995.54,434.77,9130.25,Debit Card,pending,confirmed,32 Main Street,Delhi,353690,
3701,727,2026-01-21 12:31:44,4177.14,342.78,191.72,4026.08,UPI,completed,pending,560 Main Street,Kolkata,874320,Call on arrival
3702,149,2026-03-18 12:31:44,5928.03,79.44,292.43,6141.02,Net Banking,completed,confirmed,126 Main Street,Kolkata,530764,
3703,228,2026-03-30 12:31:44,2937.38,212.94,136.22,2860.66,Cash on Delivery,pending,pending,38 Main Street,Delhi,407696,
3704,138,2026-04-07 12:31:44,5813.51,574.48,261.95,5500.98,Credit Card,failed,confirmed,470 Main Street,Jaipur,774591,Call on arrival
3705,549,2026-03-24 12:31:44,148.07,6.01,7.1,149.16,Net Banking,pending,out_for_delivery,141 Main Street,Chennai,539599,Leave at door
3706,858,2026-03-28 12:31:44,7529.35,495.26,351.7,7385.79,Cash on Delivery,completed,out_for_delivery,826 Main Street,Bangalore,110215,Leave at door
3707,945,2026-03-28 12:31:44,2516.78,274.67,112.11,2354.22,Debit Card,failed,processing,911 Main Street,Chennai,710434,
3708,56,2026-04-08 12:31:44,5070.19,527.37,227.14,4769.96,Debit Card,pending,delivered,84 Main Street,Chennai,264686,Leave at door
3709,847,2026-03-02 12:31:44,5973.51,106.47,293.35,6160.39,Debit Card,pending,pending,188 Main Street,Chennai,901387,
3710,726,2026-02-18 12:31:44,2799.63,32.37,138.36,2905.62,Debit Card,pending,delivered,934 Main Street,Ahmedabad,764575,
3711,566,2026-02-27 12:31:44,2112.45,156.67,97.79,2053.57,Credit Card,pending,processing,811 Main Street,Bangalore,770318,
3712,985,2026-02-13 12:31:44,2827.68,316.76,125.55,2636.47,Cash on Delivery,completed,delivered,701 Main Street,Lucknow,938970,
3713,595,2026-03-28 12:31:44,4840.97,541.63,214.97,4514.31,Net Banking,failed,pending,567 Main Street,Lucknow,163946,
3714,746,2026-02-23 12:31:44,766.12,83.2,34.15,717.07,Cash on Delivery,completed,pending,837 Main Street,Pune,175623,Leave at door
3715,934,2026-01-22 12:31:44,6487.32,534.81,297.63,6250.14,Debit Card,pending,delivered,785 Main Street,Pune,769646,
3716,312,2026-01-20 12:31:44,2265.85,272.3,99.68,2093.23,Debit Card,pending,cancelled,428 Main Street,Mumbai,978292,
3717,724,2026-02-13 12:31:44,8478.95,1163.09,365.79,7681.65,Credit Card,completed,confirmed,397 Main Street,Mumbai,536801,
3718,520,2026-02-19 12:31:44,5688.26,612.65,253.78,5329.39,Cash on Delivery,failed,pending,9 Main Street,Jaipur,486839,Call on arrival
3719,906,2026-02-20 12:31:44,7670.32,287.94,369.12,7751.5,UPI,failed,pending,242 Main Street,Hyderabad,763653,Call on arrival
3720,368,2026-03-19 12:31:44,4889.35,478.6,220.54,4631.29,UPI,completed,pending,380 Main Street,Kolkata,428122,
3721,539,2026-02-12 12:31:44,10234.96,1071.64,458.17,9621.49,Net Banking,failed,out_for_delivery,876 Main Street,Mumbai,574167,
3722,845,2026-03-08 12:31:44,4399.61,523.93,193.78,4069.46,Net Banking,pending,processing,7 Main Street,Ahmedabad,901368,
3723,133,2026-03-16 12:31:44,7354.34,464.87,344.47,7233.94,Debit Card,pending,out_for_delivery,113 Main Street,Chennai,793169,Call on arrival
3724,710,2026-04-09 12:31:44,4925.07,667.72,212.87,4470.22,UPI,pending,delivered,408 Main Street,Hyderabad,459513,Leave at door
3725,296,2026-02-06 12:31:44,3026.83,6.21,151.03,3171.65,Cash on Delivery,failed,processing,723 Main Street,Ahmedabad,244789,Call on arrival
3726,982,2026-03-14 12:31:44,2285.41,205.51,104.0,2183.9,Credit Card,completed,cancelled,628 Main Street,Jaipur,755910,
3727,845,2026-02-17 12:31:44,2512.23,201.03,115.56,2426.76,Net Banking,failed,confirmed,7 Main Street,Ahmedabad,901368,
3728,744,2026-03-17 12:31:44,2698.26,28.0,133.51,2803.77,Cash on Delivery,failed,delivered,8 Main Street,Jaipur,757386,
3729,930,2026-03-17 12:31:44,3760.59,200.8,177.99,3737.78,Cash on Delivery,failed,out_for_delivery,542 Main Street,Lucknow,142627,Call on arrival
3730,529,2026-03-27 12:31:44,6869.41,871.49,299.9,6297.82,Cash on Delivery,failed,delivered,582 Main Street,Delhi,165308,Leave at door
3731,324,2026-02-26 12:31:44,3314.79,469.56,142.26,2987.49,Cash on Delivery,completed,delivered,416 Main Street,Chennai,819400,Leave at door
3732,307,2026-03-04 12:31:44,4420.51,143.74,213.84,4490.61,Net Banking,pending,out_for_delivery,927 Main Street,Mumbai,656837,Call on arrival
3733,238,2026-04-20 12:31:44,5341.82,649.27,234.63,4927.18,Cash on Delivery,failed,cancelled,446 Main Street,Kolkata,387892,
3734,459,2026-03-30 12:31:44,3628.9,447.15,159.09,3340.84,Credit Card,failed,pending,887 Main Street,Delhi,223088,
3735,966,2026-02-24 12:31:44,3358.1,23.38,166.74,3501.46,Cash on Delivery,completed,confirmed,758 Main Street,Delhi,157187,
3736,37,2026-03-21 12:31:44,1873.6,129.27,87.22,1831.55,UPI,pending,out_for_delivery,569 Main Street,Pune,894993,
3737,187,2026-03-30 12:31:44,4242.44,636.2,180.31,3786.55,Credit Card,pending,delivered,732 Main Street,Delhi,188425,
3738,981,2026-02-11 12:31:44,4743.83,503.91,212.0,4451.92,Cash on Delivery,pending,confirmed,673 Main Street,Kolkata,243928,
3739,37,2026-02-04 12:31:44,1995.53,59.11,96.82,2033.24,Cash on Delivery,completed,processing,569 Main Street,Pune,894993,Call on arrival
3740,160,2026-02-01 12:31:44,3890.41,158.97,186.57,3918.01,Credit Card,completed,cancelled,162 Main Street,Mumbai,891083,Leave at door
